Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
OS_Scan,6,1,0,DT,0.9071,0.9071,0.9101618417421313,0.9071,0.9069263021421097,0.8142,0.9071000000000001,0.28124022483825684,0.015622138977050781
OS_Scan,6,1,1,DT,0.88725,0.8872500000000001,0.8939383202557509,0.8872500000000001,0.8867693901287126,0.7745,0.88725,0.28127145767211914,0.0
OS_Scan,6,1,2,DT,0.8906,0.8906000000000001,0.8967597587359368,0.8906000000000001,0.8901737324058495,0.7812,0.8906,0.2812323570251465,0.0
OS_Scan,6,1,3,DT,0.88315,0.88315,0.8908433965944713,0.88315,0.8825721348333881,0.7663,0.88315,0.2812783718109131,0.0
OS_Scan,6,1,4,DT,0.89135,0.89135,0.8973319476988714,0.89135,0.8909395156953132,0.7827,0.89135,0.26557207107543945,0.015670299530029297
OS_Scan,6,1,5,DT,0.8921,0.8921,0.8977322869150033,0.8921,0.8917166498697012,0.7842,0.8921,0.2812354564666748,0.015631437301635742
OS_Scan,6,1,6,DT,0.89015,0.89015,0.8964135279847883,0.89015,0.8897143582049184,0.7803,0.8901500000000001,0.2656059265136719,0.0
OS_Scan,6,1,7,DT,0.8789,0.8789,0.8874793507969088,0.8789,0.8782259367210885,0.7578,0.8789,0.281238317489624,0.0
OS_Scan,6,1,8,DT,0.8914,0.8914,0.8973728154190886,0.8914,0.8909903756245807,0.7827999999999999,0.8914,0.2656090259552002,0.0
OS_Scan,6,1,9,DT,0.88575,0.88575,0.8928999980943204,0.88575,0.8852278437883849,0.7715,0.8857500000000001,0.26560044288635254,0.015630006790161133
