Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
SSL_Ren,19,1,0,DT,0.6132,0.6132,0.6292095843377894,0.6132,0.6008354798229971,0.22640000000000005,0.6132,0.3125298023223877,0.015589237213134766
SSL_Ren,19,1,1,DT,0.6584,0.6584,0.6621968664466495,0.6584,0.6563891031287854,0.31679999999999997,0.6584,0.3124535083770752,0.0
SSL_Ren,19,1,2,DT,0.61405,0.61405,0.6153934579487572,0.61405,0.6129233738041027,0.22809999999999997,0.6140499999999999,0.29685187339782715,0.0
SSL_Ren,19,1,3,DT,0.5674,0.5674,0.5713824587838319,0.5674,0.561280917335437,0.13480000000000003,0.5674,0.31246423721313477,0.015625476837158203
SSL_Ren,19,1,4,DT,0.57995,0.57995,0.5885413681717868,0.57995,0.5695070757374309,0.15990000000000004,0.57995,0.31249117851257324,0.0
SSL_Ren,19,1,5,DT,0.6136,0.6135999999999999,0.6136152880731631,0.6135999999999999,0.6135870010667159,0.22719999999999996,0.6136,0.31249499320983887,0.0
SSL_Ren,19,1,6,DT,0.56715,0.56715,0.5672192634012012,0.56715,0.56703846802696,0.13429999999999997,0.5671499999999999,0.3124847412109375,0.0
SSL_Ren,19,1,7,DT,0.59525,0.5952500000000001,0.6002770077328259,0.5952500000000001,0.5901129667651568,0.1905,0.5952500000000001,0.2968616485595703,0.0
SSL_Ren,19,1,8,DT,0.5768,0.5768,0.5806912686499796,0.5768,0.5716356219233325,0.15359999999999996,0.5768000000000001,0.31249547004699707,0.0
SSL_Ren,19,1,9,DT,0.6852,0.6852,0.6904870754519306,0.6852,0.683000374468395,0.37039999999999995,0.6852,0.31248998641967773,0.0
