MEAN,STD,TIME
0.5005456505834222,0.5005456505834222,62.7080397605896
0.50127257552108,0.50127257552108,74.27015733718872
0.5020174971214781,0.5020174971214781,73.07674050331116
0.5029017363872311,0.5029017363872311,71.19308352470398
0.5031887756200425,0.5031887756200425,70.48442006111145
0.5046146106614414,0.5046146106614414,65.89117527008057
0.5051045477145883,0.5051045477145883,64.93902158737183
0.5060131330420643,0.5060131330420643,65.69172215461731
0.5065750274507563,0.5065750274507563,66.78126120567322
0.5080740632056507,0.5080740632056507,65.79031705856323
0.5093773314557225,0.5093773314557225,67.28855013847351
0.509496988836936,0.509496988836936,67.9697904586792
0.5094288152854329,0.5094288152854329,67.6393256187439
0.5096192670159782,0.5096192670159782,67.31250715255737
0.5096202751883188,0.5096202751883188,66.3943076133728
0.5096543495749876,0.5096543495749876,65.44306468963623
0.5095587363319842,0.5095587363319842,66.2726514339447
0.5095517058576937,0.5095517058576937,65.08738732337952
0.5104117688055388,0.5104117688055388,66.28638577461243
0.5103882169134589,0.5103882169134589,65.12499952316284
0.5101643349491639,0.5101643349491639,65.08108186721802
0.5102276330980284,0.5102276330980284,64.76378846168518
0.5102467047340664,0.5102467047340664,67.45312690734863
0.5103657887142324,0.5103657887142324,64.70047307014465
0.5104245279114923,0.5104245279114923,64.9375011920929
