MEAN,STD,TIME
0.47681706155511405,0.47681706155511405,35.19788217544556
0.48341145281848513,0.48341145281848513,41.96626901626587
0.48953037787244014,0.48953037787244014,39.82812166213989
0.49379988661235236,0.49379988661235236,41.860217332839966
0.49593446614737846,0.49593446614737846,42.09374928474426
0.4978186498427493,0.4978186498427493,39.98437523841858
0.49616728310803887,0.49616728310803887,39.65624761581421
0.501885680543126,0.501885680543126,38.711079120635986
0.5024092233632522,0.5024092233632522,38.28301739692688
0.5034546612588916,0.5034546612588916,39.6562385559082
0.5034959794689403,0.5034959794689403,38.43751096725464
0.5031217104155973,0.5031217104155973,38.297672271728516
0.5037324065486194,0.5037324065486194,38.61500334739685
0.503223271049316,0.503223271049316,37.550044298172
0.5028518981745622,0.5028518981745622,37.31250023841858
0.5026113278757091,0.5026113278757091,37.50323557853699
0.504071805637137,0.504071805637137,37.30708956718445
0.5022218420512068,0.5022218420512068,36.98756003379822
0.5037320180342914,0.5037320180342914,37.32812237739563
0.5024499189843553,0.5024499189843553,37.79282999038696
0.5036937326201816,0.5036937326201816,37.58328294754028
0.5034208316559495,0.5034208316559495,37.471925258636475
0.5032981936940354,0.5032981936940354,38.48436689376831
0.5036922729069955,0.5036922729069955,37.1675021648407
0.5039262849641365,0.5039262849641365,36.906253814697266
