,precision,recall,f1-score,support
Benign,0.873848434532104,0.9530054644808743,0.9053564631938663,366.0
HTTP,0.9496878217405886,0.8466183574879226,0.8815603223487523,414.0
accuracy,0.8965384615384616,0.8965384615384616,0.8965384615384616,0.8965384615384616
macro avg,0.9117681281363463,0.8998119109843985,0.8934583927713093,780.0
weighted avg,0.9141016477427613,0.8965384615384616,0.892726203822229,780.0
