,precision,recall,f1-score,support
Benign,0.9797579927798274,0.9952618453865337,0.9868523267401876,401.0
SP,0.9998268577603262,0.9991530825972135,0.9994888367632061,10981.0
accuracy,0.9990159901599014,0.9990159901599014,0.9990159901599014,0.9990159901599014
macro avg,0.9897924252700768,0.9972074639918735,0.9931705817516967,11382.0
weighted avg,0.9991198102416844,0.9990159901599014,0.9990436390370391,11382.0
