Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
AWT,11,1,0,DT,0.5312,0.5312,0.5312002446099178,0.5312,0.5311990811501991,0.06240000000000001,0.5312,0.17398548126220703,0.003004312515258789
AWT,11,1,1,DT,0.5373,0.5373,0.5373,0.5373,0.5373,0.0746,0.5373,0.1691584587097168,0.0030095577239990234
AWT,11,1,2,DT,0.53465,0.53465,0.5346505270345161,0.53465,0.5346482304998965,0.06930000000000003,0.53465,0.1679983139038086,0.004000425338745117
AWT,11,1,3,DT,0.535,0.535,0.5350033617228599,0.535,0.5349888350819303,0.06999999999999995,0.535,0.1679978370666504,0.0030002593994140625
AWT,11,1,4,DT,0.53395,0.53395,0.5339506277471071,0.53395,0.5339478456739166,0.06789999999999996,0.53395,0.1659986972808838,0.002991199493408203
AWT,11,1,5,DT,0.5356,0.5356,0.5356005696091137,0.5356,0.5355981423925695,0.07120000000000004,0.5356000000000001,0.1690998077392578,0.0029969215393066406
AWT,11,1,6,DT,0.5341,0.5341,0.5341016709818781,0.5341,0.534094292655085,0.06820000000000004,0.5340999999999999,0.1689603328704834,0.003001689910888672
AWT,11,1,7,DT,0.5325,0.5325,0.532504077311458,0.5325,0.5324853387402229,0.06499999999999995,0.5325,0.16803789138793945,0.0029976367950439453
AWT,11,1,8,DT,0.53735,0.53735,0.5373549401908402,0.53735,0.5373347031286222,0.07469999999999999,0.53735,0.1660912036895752,0.003998279571533203
AWT,11,1,9,DT,0.53625,0.53625,0.5362508703833979,0.53625,0.5362472163239159,0.07250000000000001,0.5362500000000001,0.16899967193603516,0.002992868423461914
