Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ARPMitM,11,1,0,DT,0.9513,0.9513,0.9513810499813347,0.9513,0.9512978137588597,0.9026,0.9512999999999999,0.15624332427978516,0.0
ARPMitM,11,1,1,DT,0.9041,0.9041,0.9096503360166766,0.9041,0.9037740596457946,0.8082,0.9041,0.1562504768371582,0.0
ARPMitM,11,1,2,DT,0.9346,0.9346,0.9356120312955871,0.9346,0.934561992951126,0.8692,0.9346,0.14062809944152832,0.0
ARPMitM,11,1,3,DT,0.8784,0.8784000000000001,0.8897432271917505,0.8784000000000001,0.8775087425868489,0.7568,0.8784,0.12498903274536133,0.015628576278686523
ARPMitM,11,1,4,DT,0.94465,0.94465,0.9450064011766384,0.94465,0.9446389154652517,0.8893,0.94465,0.14062905311584473,0.0
ARPMitM,11,1,5,DT,0.8966,0.8966000000000001,0.9036981272844927,0.8966000000000001,0.8961434789288929,0.7932,0.8966,0.17186927795410156,0.0
ARPMitM,11,1,6,DT,0.95165,0.9516500000000001,0.9517275209598719,0.9516500000000001,0.9516479255751271,0.9033,0.95165,0.12499618530273438,0.015638113021850586
ARPMitM,11,1,7,DT,0.93055,0.93055,0.9321212316893333,0.93055,0.9304868109471042,0.8611,0.93055,0.14061927795410156,0.0
ARPMitM,11,1,8,DT,0.94155,0.94155,0.9420168803298483,0.94155,0.9415345614701381,0.8831,0.94155,0.15624284744262695,0.0
ARPMitM,11,1,9,DT,0.94605,0.9460500000000001,0.9463267270340283,0.9460500000000001,0.9460416363187335,0.8921,0.94605,0.12499332427978516,0.015630245208740234
