Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
OS_Scan,15,1,0,DT,0.9546,0.9546,0.9547506315992109,0.9546,0.954596240114644,0.9092,0.9546,0.26561546325683594,0.0
OS_Scan,15,1,1,DT,0.95235,0.95235,0.9524374154330358,0.95235,0.9523476982746959,0.9047000000000001,0.95235,0.24998879432678223,0.0
OS_Scan,15,1,2,DT,0.95045,0.95045,0.9504591217972165,0.95045,0.9504497491518551,0.9009,0.9504500000000001,0.2499830722808838,0.0
OS_Scan,15,1,3,DT,0.9432,0.9432,0.9432181542155966,0.9432,0.943199418362044,0.8864,0.9432,0.2500309944152832,0.0
OS_Scan,15,1,4,DT,0.94525,0.9452499999999999,0.9452537445839919,0.9452499999999999,0.945249884887883,0.8905,0.9452499999999999,0.24999189376831055,0.0
OS_Scan,15,1,5,DT,0.95995,0.95995,0.9603670971937285,0.95995,0.959940926519709,0.9198999999999999,0.95995,0.24998927116394043,0.0
OS_Scan,15,1,6,DT,0.95315,0.9531499999999999,0.953256102721086,0.9531499999999999,0.9531472580604099,0.9063,0.9531499999999999,0.2499847412109375,0.0
OS_Scan,15,1,7,DT,0.95995,0.9599500000000001,0.9602399557745376,0.9599500000000001,0.9599436910311967,0.9198999999999999,0.9599500000000001,0.24998855590820312,0.01562356948852539
OS_Scan,15,1,8,DT,0.95585,0.9558500000000001,0.9560530393736595,0.9558500000000001,0.955845085447623,0.9117,0.9558500000000001,0.2343578338623047,0.0156252384185791
OS_Scan,15,1,9,DT,0.94575,0.94575,0.9457655170976502,0.94575,0.9457495278852663,0.8915,0.9457500000000001,0.23435664176940918,0.015630006790161133
