Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
Fuzzing,5,1,0,DT,0.7836,0.7836000000000001,0.7955648924602354,0.7836000000000001,0.7813875634415514,0.5671999999999999,0.7836000000000001,0.2500333786010742,0.0
Fuzzing,5,1,1,DT,0.7607,0.7606999999999999,0.7637651728715122,0.7606999999999999,0.7600027576114403,0.5214,0.7606999999999999,0.26566004753112793,0.015626192092895508
Fuzzing,5,1,2,DT,0.7593,0.7593,0.7625111306541688,0.7593,0.7585616598262981,0.5186,0.7593,0.25004029273986816,0.0
Fuzzing,5,1,3,DT,0.77625,0.77625,0.783277041100807,0.77625,0.7748537414056862,0.5525,0.7762499999999999,0.24998998641967773,0.0
Fuzzing,5,1,4,DT,0.75545,0.75545,0.7573400312863825,0.75545,0.755000150263402,0.5109,0.7554500000000001,0.25003695487976074,0.0
Fuzzing,5,1,5,DT,0.7541,0.7541,0.7563168847360824,0.7541,0.7535671505713228,0.5082,0.7541,0.25002169609069824,0.0
Fuzzing,5,1,6,DT,0.78365,0.78365,0.7946362828050857,0.78365,0.7816142291366244,0.5673,0.7836500000000001,0.2499539852142334,0.0
Fuzzing,5,1,7,DT,0.7789,0.7788999999999999,0.7878362921748283,0.7788999999999999,0.7771704842018863,0.5578000000000001,0.7789,0.2499549388885498,0.015633344650268555
Fuzzing,5,1,8,DT,0.7745,0.7745,0.7824334889197175,0.7745,0.7729052406783492,0.5489999999999999,0.7745,0.2499525547027588,0.0
Fuzzing,5,1,9,DT,0.76965,0.76965,0.775465655715372,0.76965,0.7684277564883701,0.5393,0.7696500000000001,0.2499849796295166,0.0
