,precision,recall,f1-score,support
1,0.9673699519077074,0.9849849908196274,0.9759236123253207,102937.0
0,0.8505915962468713,0.671142857142857,0.7278767281726822,10500.0
accuracy,0.9559350123857296,0.9559350123857296,0.9559350123857296,0.9559350123857296
macro avg,0.9089807740772893,0.8280639239812425,0.8519001702490014,113437.0
weighted avg,0.9565606680370233,0.9559350123857296,0.952963799534056,113437.0
