,precision,recall,f1-score,support
1,0.9998905382891182,0.9999854778621179,0.9999380048941819,179037.0
0,0.9882628555428756,0.9125,0.9482409616542025,224.0
accuracy,0.9998761582273892,0.9998761582273892,0.9998761582273892,0.9998761582273892
macro avg,0.994076696915997,0.9562427389310588,0.9740894832741924,179261.0
weighted avg,0.9998760086316067,0.9998761582273892,0.9998734055798544,179261.0
