,precision,recall,f1-score,support
1,0.9940807926839794,0.9999478260869564,0.9969563929366438,23000.0
0,0.9999696019211957,0.9964237005606911,0.998175435018244,39594.0
accuracy,0.9977186311787071,0.9977186311787071,0.9977186311787071,0.9977186311787071
macro avg,0.9970251973025877,0.9981857633238238,0.997565913977444,62594.0
weighted avg,0.9978057745183138,0.9977186311787071,0.9977275012246407,62594.0
