Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ARP,5,1,0,ET,0.6313761559113056,0.6107237480130131,0.6212268978728754,0.6107237480130131,0.6103110792326334,0.22743074605845293,0.6107237480130131,0.015636444091796875,0.015618562698364258
ARP,5,1,1,ET,0.6508402107984489,0.6223432311461852,0.6484001659292036,0.6223432311461852,0.618852254031496,0.25562437700445284,0.6223432311461852,0.01562356948852539,0.015625476837158203
ARP,5,1,2,ET,0.6088545291836531,0.5800729149576822,0.5963086833653412,0.5800729149576822,0.5740775722465261,0.16710581534287816,0.5800729149576822,0.01574254035949707,0.015626907348632812
ARP,5,1,3,ET,0.6244904046932485,0.6199891262557937,0.6187290041293615,0.6199891262557937,0.6190577987862249,0.23848192513255972,0.6199891262557937,0.015614509582519531,0.01725029945373535
ARP,5,1,4,ET,0.637565874515263,0.6109619604674411,0.6304902039362492,0.6109619604674411,0.6079879946542921,0.2308011898632174,0.610961960467441,0.02223658561706543,0.009619474411010742
ARP,5,1,5,ET,0.6143979317888039,0.5888197152317431,0.6024193168353708,0.5888197152317431,0.5854405084021248,0.1841718011128205,0.5888197152317431,0.02083730697631836,0.015641212463378906
ARP,5,1,6,ET,0.5774833449338769,0.5552404550859878,0.560785423497566,0.5552404550859878,0.5525784956678905,0.11358127451831335,0.5552404550859878,0.015624284744262695,0.0156404972076416
ARP,5,1,7,ET,0.6088793874912996,0.5845856101004482,0.5958845410247493,0.5845856101004482,0.5817694568805513,0.17488569899731488,0.5845856101004481,0.015618324279785156,0.015644550323486328
ARP,5,1,8,ET,0.5971711245898379,0.5857143986287711,0.5870323491372966,0.5857143986287711,0.5860593396198268,0.17255472959347629,0.5857143986287711,0.015631437301635742,0.016222476959228516
ARP,5,1,9,ET,0.6874813562692652,0.6634040995290792,0.6883895214112145,0.6634040995290792,0.6640312339238719,0.33881591886624607,0.6634040995290791,0.03136038780212402,0.015627145767211914
