,precision,recall,f1-score,support
1,0.5838505637654938,0.44872062058585155,0.5046079927998529,17274.0
0,0.6460826576623517,0.7556504312973773,0.6954251538892345,22954.0
accuracy,0.6238540320175001,0.6238540320175001,0.6238540320175001,0.6238540320175001
macro avg,0.6149666107139228,0.6021855259416145,0.6000165733445438,40228.0
weighted avg,0.6193600467949378,0.6238540320175001,0.6134878057571382,40228.0
