,precision,recall,f1-score,support
1,0.9788655391302529,0.9969861448364519,0.9877671492760127,14002.0
0,0.9801483078877198,0.8608299133606933,0.9122813114960344,2193.0
accuracy,0.9785489348564372,0.9785489348564372,0.9785489348564372,0.9785489348564372
macro avg,0.9795069235089864,0.9289080290985726,0.9500242303860237,16195.0
weighted avg,0.9790392416239314,0.9785489348564372,0.9775454486121354,16195.0
