,precision,recall,f1-score,support
Benign,0.9563424305713614,0.911851851851852,0.9328498228678743,135.0
SYN,0.9994320122691784,0.999713535449988,0.9995727225570784,20945.0
accuracy,0.9991508538899432,0.9991508538899432,0.9991508538899432,0.9991508538899432
macro avg,0.97788722142027,0.95578269365092,0.9662112727124761,21080.0
weighted avg,0.9991560590657059,0.9991508538899432,0.9991454174594484,21080.0
