,precision,recall,f1-score,support
1,0.9913053495873655,1.0,0.9955558230646326,209.0
0,1.0,0.990909090909091,0.995348530610288,209.0
accuracy,0.9954545454545455,0.9954545454545455,0.9954545454545455,0.9954545454545455
macro avg,0.9956526747936827,0.9954545454545455,0.9954521768374605,418.0
weighted avg,0.9956526747936827,0.9954545454545455,0.9954521768374605,418.0
