,precision,recall,f1-score,support
1,0.63531089500817,0.9278700000000001,0.7497458339020071,10000.0
0,0.8976214707327361,0.44867999999999997,0.5639421847091176,10000.0
accuracy,0.6882749999999999,0.6882749999999999,0.6882749999999999,0.6882749999999999
macro avg,0.7664661828704531,0.6882749999999999,0.6568440093055623,20000.0
weighted avg,0.7664661828704531,0.6882749999999999,0.6568440093055623,20000.0
