,precision,recall,f1-score,support
1,1.0,0.8641129032258066,0.9271002996924164,496.0
0,0.9954525333175536,1.0,0.9977210820161501,14754.0
accuracy,0.9955803278688524,0.9955803278688524,0.9955803278688524,0.9955803278688524
macro avg,0.9977262666587767,0.9320564516129032,0.9624106908542833,15250.0
weighted avg,0.9956004378076841,0.9955803278688524,0.9954241700140141,15250.0
