,precision,recall,f1-score,support
Benign,0.6426763736455661,0.7171339563862927,0.6777354754683862,321.0
ARP,0.6727065057584842,0.593015873015873,0.63015942596725,315.0
accuracy,0.6556603773584906,0.6556603773584906,0.6556603773584906,0.6556603773584906
macro avg,0.6576914397020251,0.655074914701083,0.6539474507178181,636.0
weighted avg,0.6575497881354548,0.6556603773584906,0.6541718660456536,636.0
