,precision,recall,f1-score,support
1,0.7741800082729549,0.9567741935483871,0.8386683419217362,155.0
0,0.8620668316831683,0.6785714285714286,0.7276272822813626,182.0
accuracy,0.8065281899109793,0.8065281899109793,0.8065281899109793,0.8065281899109793
macro avg,0.8181234199780617,0.8176728110599079,0.7831478121015494,337.0
weighted avg,0.8216441087496873,0.8065281899109793,0.7786995797420686,337.0
