,precision,recall,f1-score,support
1,0.9998400339862066,0.9999,0.9998700064979003,10000.0
0,0.9919212192235243,0.9869918699186992,0.9893867861180003,123.0
accuracy,0.9997431591425467,0.9997431591425467,0.9997431591425467,0.9997431591425467
macro avg,0.9958806266048654,0.9934459349593497,0.9946283963079503,10123.0
weighted avg,0.9997438160452987,0.9997431591425467,0.9997426296227914,10123.0
