MEAN,STD,TIME
0.9919393879582832,0.9919393879582832,5.323981046676636
0.9923841386199951,0.9923841386199951,6.842517614364624
0.9976681662538771,0.9976681662538771,7.645954370498657
0.998415799427922,0.998415799427922,7.5477283000946045
0.9932228754530307,0.9932228754530307,6.606008529663086
0.9985342493429964,0.9985342493429964,6.577068090438843
0.9983124498585165,0.9983124498585165,6.657114028930664
0.9939226535157982,0.9939226535157982,6.6483154296875
0.9986650501380386,0.9986650501380386,6.755987882614136
0.996620540539182,0.996620540539182,6.614238500595093
