Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
UDP,5,1,0,ET,0.9997429083608538,0.9997929134715278,0.995877338682621,0.9997929134715278,0.9978269092149312,0.9956538206846199,0.9997929134715278,0.06398868560791016,0.09766578674316406
UDP,5,1,1,ET,0.9997452455575734,0.999868631331307,0.9958425509192158,0.999868631331307,0.9978469042243651,0.9956938108107211,0.999868631331307,0.06682419776916504,0.06136131286621094
UDP,5,1,2,ET,0.9997475827542929,0.9998698365484509,0.9958803783948733,0.9998698365484509,0.9978665782559744,0.9957331588096957,0.9998698365484509,0.06380271911621094,0.11225676536560059
UDP,5,1,3,ET,0.9997429083608538,0.9998301697928453,0.9958410282194053,0.9998301697928453,0.9978270704458998,0.9956541432320974,0.9998301697928454,0.0592496395111084,0.09160113334655762
UDP,5,1,4,ET,0.9997452455575734,0.999868631331307,0.9958425509192158,0.999868631331307,0.9978469042243651,0.9956938108107211,0.999868631331307,0.05659675598144531,0.06882214546203613
UDP,5,1,5,ET,0.9997452455575734,0.999868631331307,0.9958425509192158,0.999868631331307,0.9978469042243651,0.9956938108107211,0.999868631331307,0.0561528205871582,0.11853265762329102
UDP,5,1,6,ET,0.9997429083608538,0.9998301697928453,0.9958410282194053,0.9998301697928453,0.9978270704458998,0.9956541432320974,0.9998301697928454,0.07978510856628418,0.13357305526733398
UDP,5,1,7,ET,0.9997452455575734,0.999868631331307,0.9958425509192158,0.999868631331307,0.9978469042243651,0.9956938108107211,0.999868631331307,0.05663895606994629,0.10211730003356934
UDP,5,1,8,ET,0.9997358967706953,0.9997147851774608,0.9958364598644275,0.9997147851774608,0.997767560278996,0.9955351228309149,0.9997147851774607,0.07052135467529297,0.10378384590148926
UDP,5,1,9,ET,0.9997475827542929,0.9998698365484509,0.9958803783948733,0.9998698365484509,0.9978665782559744,0.9957331588096957,0.9998698365484509,0.07259535789489746,0.10045194625854492
