Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
SYN,5,1,0,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.0,0.015622854232788086
SYN,5,1,1,ET,0.9992258863601177,0.999244142101285,0.9992079835260573,0.999244142101285,0.999225463043351,0.9984509270154946,0.999244142101285,0.01576089859008789,0.0
SYN,5,1,2,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.008101940155029297,0.0019989013671875
SYN,5,1,3,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.007992267608642578,0.0008594989776611328
SYN,5,1,4,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.008994817733764648,0.003908634185791016
SYN,5,1,5,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.007979631423950195,0.0010242462158203125
SYN,5,1,6,ET,0.9993807090880942,0.999395313681028,0.9993661860244019,0.999395313681028,0.999380365931859,0.9987607323392667,0.999395313681028,0.00780177116394043,0.0029833316802978516
SYN,5,1,7,ET,0.9993807090880942,0.999395313681028,0.9993661860244019,0.999395313681028,0.999380365931859,0.9987607323392667,0.999395313681028,0.006893634796142578,0.004129648208618164
SYN,5,1,8,ET,0.9996129431800588,0.9996220710506425,0.9996036778693722,0.9996220710506425,0.9996127244511086,0.9992254490183204,0.9996220710506425,0.007386922836303711,0.0026137828826904297
SYN,5,1,9,ET,0.9995355318160706,0.9995427437461843,0.9995279835076991,0.9995427437461843,0.999535267627638,0.9990705353444441,0.9995427437461843,0.00899648666381836,0.002451658248901367
