,precision,recall,f1-score,support
1,0.9940878634681327,1.0,0.997009926143738,10000.0
0,1.0,0.9939500000000001,0.9969391142601408,10000.0
accuracy,0.9969750000000002,0.9969750000000002,0.9969750000000002,0.9969750000000002
macro avg,0.9970439317340665,0.9969750000000002,0.9969745202019393,20000.0
weighted avg,0.9970439317340665,0.9969750000000002,0.9969745202019393,20000.0
