,precision,recall,f1-score,support
1,0.9993755326555125,0.9996469203609258,0.9995104287946089,2549.0
0,0.9979438983030982,0.9963470319634704,0.997117884586156,438.0
accuracy,0.9991630398393034,0.9991630398393034,0.9991630398393034,0.9991630398393034
macro avg,0.9986597154793053,0.9979969761621981,0.9983141566903825,2987.0
weighted avg,0.9991656043507392,0.9991630398393034,0.9991595970693655,2987.0
