,precision,recall,f1-score,support
1,0.9999848736953563,0.9990778533635677,0.9995311383076789,6615.0
0,0.9990332075644025,0.9999841345391083,0.9995084235405928,6303.0
accuracy,0.9995200495432728,0.9995200495432728,0.9995200495432728,0.9995200495432728
macro avg,0.9995090406298791,0.9995309939513379,0.9995197809241357,12918.0
weighted avg,0.9995205331145076,0.9995200495432728,0.9995200552315879,12918.0
