Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
SSDP_F,13,1,0,DT,0.5132,0.5132,0.5132480113229548,0.5132,0.5127585543778519,0.02639999999999998,0.5132,0.18749618530273438,0.0
SSDP_F,13,1,1,DT,0.50655,0.50655,0.5065805178755046,0.50655,0.5059772287639721,0.0131,0.50655,0.23437047004699707,0.0
SSDP_F,13,1,2,DT,0.518,0.518,0.5182164293976738,0.518,0.5165640744421117,0.03600000000000003,0.518,0.2031106948852539,0.0156252384185791
SSDP_F,13,1,3,DT,0.50895,0.50895,0.5089962487251084,0.50895,0.5083180793327151,0.017900000000000027,0.50895,0.21141982078552246,0.0
SSDP_F,13,1,4,DT,0.52335,0.52335,0.5294089942074861,0.52335,0.49746634979617244,0.046699999999999964,0.52335,0.21874475479125977,0.01562786102294922
SSDP_F,13,1,5,DT,0.5044,0.5044,0.5048181644449161,0.5044,0.49340833370481,0.00880000000000003,0.5044,0.21874618530273438,0.0
SSDP_F,13,1,6,DT,0.51155,0.51155,0.5116134233436989,0.51155,0.5108822062534033,0.02310000000000001,0.5115500000000001,0.21874523162841797,0.0
SSDP_F,13,1,7,DT,0.50025,0.5002500000000001,0.5002965230454923,0.5002500000000001,0.4798476468293231,0.0004999999999999449,0.50025,0.20312809944152832,0.0
SSDP_F,13,1,8,DT,0.5064,0.5064,0.5064116355797847,0.5064,0.5061759569699177,0.012800000000000034,0.5064000000000001,0.21874523162841797,0.0
SSDP_F,13,1,9,DT,0.5191,0.5191,0.5197528563974786,0.5191,0.5150933081374108,0.03820000000000001,0.5191,0.20313429832458496,0.0
