Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
SSL_Ren,3,1,0,DT,0.50765,0.5076499999999999,0.5076517446743032,0.5076499999999999,0.5076219332192484,0.01529999999999998,0.50765,0.21874213218688965,0.0
SSL_Ren,3,1,1,DT,0.50425,0.5042500000000001,0.5042500034425028,0.5042500000000001,0.5042498996106046,0.008499999999999952,0.5042500000000001,0.24999380111694336,0.0
SSL_Ren,3,1,2,DT,0.5055,0.5055000000000001,0.5055004259529858,0.5055000000000001,0.5054904262946531,0.01100000000000001,0.5055000000000001,0.2187483310699463,0.0
SSL_Ren,3,1,3,DT,0.5048,0.5047999999999999,0.5048000324482194,0.5047999999999999,0.5047991631105856,0.009600000000000053,0.5047999999999999,0.2343757152557373,0.01562643051147461
SSL_Ren,3,1,4,DT,0.5045,0.5045,0.5045002737966577,0.5045,0.5044924633303673,0.009000000000000008,0.5045,0.21874690055847168,0.0
SSL_Ren,3,1,5,DT,0.50595,0.5059499999999999,0.5059501428629302,0.5059499999999999,0.5059470344470742,0.011900000000000022,0.50595,0.23437142372131348,0.0
SSL_Ren,3,1,6,DT,0.50895,0.50895,0.5089501361315706,0.50895,0.5089481327752748,0.017900000000000027,0.50895,0.2499856948852539,0.0
SSL_Ren,3,1,7,DT,0.50455,0.50455,0.5045500036855031,0.50455,0.5045498996713547,0.009099999999999997,0.5045499999999999,0.2031257152557373,0.015621662139892578
SSL_Ren,3,1,8,DT,0.5069,0.5069,0.5069002163907861,0.5069,0.5068961340656911,0.013800000000000034,0.5069,0.23437047004699707,0.0
SSL_Ren,3,1,9,DT,0.5036,0.5036,0.5036000576009216,0.5036,0.5035980143920575,0.007199999999999984,0.5036,0.23436737060546875,0.0
