Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ARPMitM,10,1,0,DT,0.5061,0.5061,0.5061029538296535,0.5061,0.506040230867935,0.012199999999999989,0.5061,0.2382667064666748,0.003003835678100586
ARPMitM,10,1,1,DT,0.5074,0.5074000000000001,0.5074000959052429,0.5074000000000001,0.5073984039708288,0.014800000000000035,0.5074000000000001,0.2316913604736328,0.0030007362365722656
ARPMitM,10,1,2,DT,0.50595,0.50595,0.5059504299185615,0.50595,0.5059410760606864,0.011900000000000022,0.50595,0.24505138397216797,0.0030112266540527344
ARPMitM,10,1,3,DT,0.50695,0.50695,0.5069545934394208,0.50695,0.5068685729059297,0.013900000000000023,0.50695,0.24289608001708984,0.0030002593994140625
ARPMitM,10,1,4,DT,0.50515,0.50515,0.5051511131040307,0.50515,0.5051232655216116,0.010299999999999976,0.50515,0.23427510261535645,0.0029997825622558594
ARPMitM,10,1,5,DT,0.5072,0.5072,0.507204149590164,0.5072,0.5071290265798275,0.014399999999999968,0.5072000000000001,0.23534846305847168,0.0019998550415039062
ARPMitM,10,1,6,DT,0.50675,0.50675,0.5067599160532594,0.50675,0.5065690477676199,0.013499999999999956,0.50675,0.23313665390014648,0.003002166748046875
ARPMitM,10,1,7,DT,0.50395,0.50395,0.5039547618892433,0.50395,0.5038006328259949,0.007900000000000018,0.5039499999999999,0.23174548149108887,0.0030052661895751953
ARPMitM,10,1,8,DT,0.508,0.508,0.5080032012805122,0.508,0.5079507950795079,0.016000000000000014,0.508,0.23010516166687012,0.0030007362365722656
ARPMitM,10,1,9,DT,0.5089,0.5089,0.5089071841784709,0.5089,0.5088009546244905,0.017800000000000038,0.5089,0.2297525405883789,0.0019948482513427734
