,precision,recall,f1-score,support
1,1.0,0.9970576696743821,0.9985264489303012,2549.0
0,0.9831929232643353,1.0,0.9915182061254668,438.0
accuracy,0.997489119517911,0.997489119517911,0.997489119517911,0.997489119517911
macro avg,0.9915964616321675,0.998528834837191,0.9950223275278839,2987.0
weighted avg,0.9975354872413055,0.997489119517911,0.9974987923020731,2987.0
