,precision,recall,f1-score,support
1,0.9671535253329647,0.995208695652174,0.9801217889592717,23000.0
0,0.9972785830521739,0.978380562711522,0.987364193961799,39594.0
accuracy,0.9845640157203567,0.9845640157203567,0.9845640157203567,0.9845640157203567
macro avg,0.9822160541925694,0.9867946291818479,0.9837429914605356,62594.0
weighted avg,0.9862092101483523,0.9845640157203567,0.9847029913695676,62594.0
