,precision,recall,f1-score,support
1,0.6780657710744638,0.9376247504990021,0.7776537218349422,1002.0
0,0.9377181893600074,0.6442967109867039,0.7411743257911606,1429.0
accuracy,0.7651995063759769,0.7651995063759769,0.7651995063759769,0.7651995063759769
macro avg,0.8078919802172356,0.790960730742853,0.7594140238130513,2431.0
weighted avg,0.8306956788202647,0.7651995063759769,0.756210259495755,2431.0
