Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK,5,1,0,ET,0.98555,0.9855499999999999,0.9859558752065313,0.9855499999999999,0.9855469821737454,0.9711,0.9855499999999999,0.0030889511108398438,0.0010151863098144531
ACK,5,1,1,ET,0.99965,0.9996499999999999,0.99965024482862,0.9996499999999999,0.999649999957125,0.9993,0.9996499999999999,0.015715360641479492,0.0
ACK,5,1,2,ET,0.9649,0.9649,0.9672023920762474,0.9649,0.9648567031067946,0.9298,0.9649,0.01562047004699707,0.0
ACK,5,1,3,ET,0.9998,0.9998,0.9998000799680128,0.9998,0.999799999992,0.9996,0.9998,0.0,0.0
ACK,5,1,4,ET,0.99985,0.99985,0.999850044986504,0.99985,0.999849999996625,0.9997,0.99985,0.0,0.01563119888305664
ACK,5,1,5,ET,0.9459,0.9459,0.9511820970943873,0.9459,0.9457411947863126,0.8918,0.9459,0.0,0.0
ACK,5,1,6,ET,0.9935,0.9935,0.993583415597236,0.9935,0.9934997253633966,0.987,0.9935,0.006083011627197266,0.0010309219360351562
ACK,5,1,7,ET,0.99975,0.99975,0.9997501249375312,0.99975,0.9997499999843751,0.9995,0.99975,0.004974842071533203,0.0002357959747314453
ACK,5,1,8,ET,0.97225,0.9722500000000001,0.9737091425864519,0.9722500000000001,0.9722286142972973,0.9445,0.9722500000000001,0.004008769989013672,0.0020012855529785156
ACK,5,1,9,ET,0.8443,0.8443,0.8812719231355803,0.8443,0.8404316662651153,0.6886,0.8443,0.0,0.0
