,precision,recall,f1-score,support
1,0.620387657657686,0.9007900000000001,0.7227018584593686,10000.0
0,0.848824544337476,0.39073,0.4456317873303969,10000.0
accuracy,0.64576,0.64576,0.64576,0.64576
macro avg,0.734606100997581,0.64576,0.5841668228948829,20000.0
weighted avg,0.734606100997581,0.64576,0.5841668228948829,20000.0
