,precision,recall,f1-score,support
1,0.9999634235552304,0.9273299999999999,0.9429244542170567,10000.0
0,0.9578797890221991,0.9999899869830781,0.9733186490455215,9987.0
accuracy,0.9636363636363636,0.9636363636363636,0.9636363636363636,0.9636363636363636
macro avg,0.9789216062887147,0.963659993491539,0.958121551631289,19987.0
weighted avg,0.9789352923658882,0.9636363636363636,0.9581116670930199,19987.0
