,precision,recall,f1-score,support
Benign,0.0006316053800771245,0.9981927710843375,0.0012624119703144505,166.0
UDP,0.9987050306015822,0.0007333043670485642,0.0014654040783251149,262374.0
accuracy,0.0013639826312180998,0.0013639826312180998,0.0013639826312180998,0.0013639826312180998
macro avg,0.4996683179908297,0.49946303772569295,0.0013639080243197826,262540.0
weighted avg,0.9980739641409031,0.0013639826312180998,0.0014652757295404353,262540.0
