,precision,recall,f1-score,support
Benign,0.5646507159688773,0.8998999272197962,0.6885630296327455,10992.0
BF,0.7026708287245172,0.2311591355599214,0.30462879052103964,10180.0
accuracy,0.5783534857358776,0.5783534857358776,0.5783534857358776,0.5783534857358776
macro avg,0.6336607723466972,0.5655295313898588,0.49659591007689263,21172.0
weighted avg,0.631014061323705,0.5783534857358776,0.503958336917973,21172.0
