Attack,Feature,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
Bwd Pkt Len Min,UDP,0,0,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,1,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,2,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.002012968063354492,0.0
Bwd Pkt Len Min,UDP,0,3,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.004511117935180664
Bwd Pkt Len Min,UDP,0,4,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,5,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.011512994766235352,0.0
Bwd Pkt Len Min,UDP,0,6,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,7,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,8,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0006487369537353516,0.0
Bwd Pkt Len Min,UDP,0,9,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,10,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0010001659393310547
Bwd Pkt Len Min,UDP,0,11,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0009980201721191406
Bwd Pkt Len Min,UDP,0,12,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.001125335693359375,0.0
Bwd Pkt Len Min,UDP,0,13,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,14,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.001007080078125,0.0
Bwd Pkt Len Min,UDP,0,15,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0009999275207519531,0.0
Bwd Pkt Len Min,UDP,0,16,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0010180473327636719,0.0
Bwd Pkt Len Min,UDP,0,17,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.004733085632324219,0.0
Bwd Pkt Len Min,UDP,0,18,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,19,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,20,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0005640983581542969,0.0
Bwd Pkt Len Min,UDP,0,21,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0019979476928710938,0.0
Bwd Pkt Len Min,UDP,0,22,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
Bwd Pkt Len Min,UDP,0,23,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0010418891906738281,0.0
Bwd Pkt Len Min,UDP,0,24,ET,0.4005167958656331,0.49363057324840764,0.2012987012987013,0.49363057324840764,0.2859778597785978,-0.010352898811667455,0.49363057324840764,0.0,0.0
