,precision,recall,f1-score,support
1,0.5297748262737279,0.42125159198795875,0.46466462209404885,17274.0
0,0.6221759250680142,0.7149734251110917,0.6635491388725959,22954.0
accuracy,0.588848563189818,0.588848563189818,0.588848563189818,0.588848563189818
macro avg,0.575975375670871,0.5681125085495253,0.5641068804833224,40228.0
weighted avg,0.5824986709024453,0.588848563189818,0.5781476487952215,40228.0
