,precision,recall,f1-score,support
1,0.8408249615573394,0.9994076923076923,0.8975428651689873,13000.0
0,0.9999807566548625,0.9889874488686626,0.9943181712208744,414863.0
accuracy,0.9893040529328314,0.9893040529328314,0.9893040529328314,0.9893040529328314
macro avg,0.9204028591061009,0.9941975705881776,0.9459305181949308,427863.0
weighted avg,0.995145037426353,0.9893040529328314,0.9913777931590312,427863.0
