,precision,recall,f1-score,support
1,0.9998732267195655,0.999970955724236,0.9999220873459214,179037.0
0,0.976275616262104,0.8986607142857144,0.9348322041186055,224.0
accuracy,0.9998443610155026,0.9998443610155026,0.9998443610155026,0.9998443610155026
macro avg,0.9880744214908346,0.9493158350049751,0.9673771457322635,179261.0
weighted avg,0.9998437397439128,0.9998443610155026,0.999840752678353,179261.0
