,precision,recall,f1-score,support
1,0.9211594110403215,0.9988318628060145,0.9509127830838192,16094.0
0,0.9983493083639645,0.8186235178746546,0.8370159718346608,11217.0
accuracy,0.9248178389659844,0.9248178389659844,0.9248178389659844,0.9248178389659844
macro avg,0.959754359702143,0.9087276903403344,0.8939643774592401,27311.0
weighted avg,0.952862354113783,0.9248178389659844,0.9041338100772721,27311.0
