,precision,recall,f1-score,support
1,0.9403728955189994,0.9830566268688614,0.9606470666479006,102937.0
0,0.7304431181918566,0.3749714285714286,0.41947456631327606,10500.0
accuracy,0.9267708067032803,0.9267708067032803,0.9267708067032803,0.9267708067032803
macro avg,0.8354080068554278,0.6790140277201451,0.6900608164805884,113437.0
weighted avg,0.9209412932910224,0.9267708067032803,0.9105548458247693,113437.0
