,precision,recall,f1-score,support
1,0.9956325351312921,0.9997801689228275,0.9976905658419148,8643.0
0,0.9979109430424478,0.9581420765027323,0.9764363421883837,915.0
accuracy,0.9957940991839296,0.9957940991839296,0.9957940991839296,0.9957940991839296
macro avg,0.99677173908687,0.9789611227127798,0.9870634540151494,9558.0
weighted avg,0.9958506501384805,0.9957940991839296,0.9956558708593892,9558.0
