,precision,recall,f1-score,support
Benign,0.9495020408657406,0.9125925925925926,0.9296805799509302,135.0
SYN,0.9994368408643195,0.9996753401766533,0.9995560341679133,20945.0
accuracy,0.9991176470588234,0.9991176470588234,0.9991176470588234,0.9991176470588234
macro avg,0.9744694408650301,0.9561339663846228,0.9646183070594219,21080.0
weighted avg,0.999117049687858,0.9991176470588234,0.9991085395607364,21080.0
