,precision,recall,f1-score,support
1,0.7053073947228958,0.9748387096774194,0.8090693937813954,155.0
0,0.9782122905027932,0.6043956043956045,0.7074640727035832,182.0
accuracy,0.7747774480712166,0.7747774480712166,0.7747774480712166,0.7747774480712166
macro avg,0.8417598426128446,0.7896171570365118,0.7582667332424893,337.0
weighted avg,0.8526922345802885,0.7747774480712166,0.7541964904099954,337.0
