,precision,recall,f1-score,support
1,0.7043617908441104,0.6557692307692309,0.6787588032258755,208.0
0,0.47802626455462943,0.5333333333333334,0.5035841517058351,123.0
accuracy,0.6102719033232629,0.6102719033232629,0.6102719033232629,0.6102719033232629
macro avg,0.5911940276993699,0.5945512820512822,0.5911714774658552,331.0
weighted avg,0.620255235757687,0.6102719033232629,0.6136636910296067,331.0
