Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ARP,5,1,0,ET,0.5921450151057401,0.5741479049405879,0.5715309200603318,0.5741479049405879,0.5718884428561848,0.14516098176879078,0.5741479049405878,0.0,0.0
ARP,5,1,1,ET,0.5981873111782477,0.5756332082551594,0.574052812858783,0.5756332082551594,0.5745624631560636,0.14952765488862707,0.5756332082551595,0.0015060901641845703,0.0
ARP,5,1,2,ET,0.6344410876132931,0.6210913070669168,0.6163174889239318,0.6210913070669168,0.6173264157613629,0.23629464370840725,0.6210913070669168,0.0019762516021728516,0.0
ARP,5,1,3,ET,0.5830815709969789,0.5619527829893683,0.5601883496620339,0.5619527829893683,0.5605180110837438,0.12188088738513592,0.5619527829893683,0.0020172595977783203,0.0
ARP,5,1,4,ET,0.6102719033232629,0.6151500938086304,0.6076046460661845,0.6151500938086304,0.6025966773698171,0.2162876493585154,0.6151500938086305,0.001010894775390625,0.0009999275207519531
ARP,5,1,5,ET,0.5891238670694864,0.5717440587867417,0.5690608774174128,0.5717440587867417,0.569307309605817,0.14022689942320188,0.5717440587867416,0.0010302066802978516,0.0009806156158447266
ARP,5,1,6,ET,0.6132930513595166,0.6026031894934334,0.5976417199821455,0.6026031894934334,0.59778233462444,0.19860785352197918,0.6026031894934334,0.013589143753051758,0.0013453960418701172
ARP,5,1,7,ET,0.6737160120845922,0.6589860850531583,0.6544581149844307,0.6589860850531583,0.6560575738916256,0.3127763466492368,0.6589860850531583,0.0035080909729003906,0.00013065338134765625
ARP,5,1,8,ET,0.6102719033232629,0.5835873983739838,0.5833138538257753,0.5835873983739838,0.5834447100141456,0.16689754746063645,0.5835873983739838,0.0,0.0
ARP,5,1,9,ET,0.5981873111782477,0.5806167917448406,0.5777714932126696,0.5806167917448406,0.5782308362953524,0.1578252635203642,0.5806167917448406,0.0010085105895996094,0.0
