,precision,recall,f1-score,support
1,0.31295958485113495,0.9262096774193548,0.4658906887646438,496.0
0,0.9973387176926783,0.9295309746509421,0.9621837268574318,14754.0
accuracy,0.9294229508196722,0.9294229508196722,0.9294229508196722,0.9294229508196722
macro avg,0.6551491512719065,0.9278703260351484,0.7140372078110377,15250.0
weighted avg,0.9750795668802583,0.9294229508196722,0.9460419991922497,15250.0
