Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK,5,1,0,ET,0.9167213114754098,0.9228646851373274,0.6346168870987051,0.9228646851373274,0.6878783975848565,0.3899148378759517,0.9228646851373274,0.0,0.013200521469116211
ACK,5,1,1,ET,0.9034754098360656,0.9169932593457433,0.6203055391287207,0.9169932593457433,0.6666329260219732,0.3522285898967513,0.9169932593457433,0.005782365798950195,0.005919218063354492
ACK,5,1,2,ET,0.9464918032786885,0.9431212202705008,0.6850306547672032,0.9431212202705008,0.7524000718206927,0.5103682012240323,0.9431212202705007,0.0,0.0091705322265625
ACK,5,1,3,ET,0.954688524590164,0.9376156056094137,0.7045479324905672,0.9376156056094137,0.772510366642847,0.5486582221748988,0.9376156056094137,0.002609729766845703,0.0071141719818115234
ACK,5,1,4,ET,0.9331803278688524,0.9323450283575367,0.6584090194829094,0.9323450283575367,0.719935124108493,0.4488536858910587,0.9323450283575366,0.003542661666870117,0.00814199447631836
ACK,5,1,5,ET,0.9309508196721311,0.9224252198419673,0.653259425292958,0.9224252198419673,0.7127932825794847,0.43503523533768984,0.9224252198419675,0.001999378204345703,0.01413583755493164
ACK,5,1,6,ET,0.9275409836065573,0.9304047398846458,0.6496112699070539,0.9304047398846458,0.708559444594593,0.42780194111856595,0.9304047398846459,0.0034308433532714844,0.006624698638916016
ACK,5,1,7,ET,0.9354754098360656,0.9247635687642936,0.6609303916322344,0.9247635687642936,0.7224857553414002,0.4531271752280239,0.9247635687642936,0.003024578094482422,0.003070354461669922
ACK,5,1,8,ET,0.9192131147540984,0.9222041206977223,0.6373938401400512,0.9222041206977223,0.6917599770312949,0.3967906488552314,0.9222041206977223,0.008805274963378906,0.00872492790222168
ACK,5,1,9,ET,0.9264918032786885,0.9259658124423338,0.6473865527786631,0.9259658124423338,0.7054167323847425,0.4217563372650621,0.9259658124423339,0.005033254623413086,0.009668111801147461
