Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
UDP,5,1,0,ET,0.8100890207715133,0.8241758241758241,0.8538812785388128,0.8241758241758241,0.8077718360071302,0.6290844053105867,0.8241758241758241,0.0,0.0
UDP,5,1,1,ET,0.7062314540059347,0.728021978021978,0.8051181102362205,0.728021978021978,0.6921806523042857,0.43541536222564425,0.728021978021978,0.0,0.0
UDP,5,1,2,ET,0.8367952522255193,0.8489010989010989,0.8690476190476191,0.8489010989010989,0.8356607704925301,0.6799067438045074,0.8489010989010989,0.0009753704071044922,0.0
UDP,5,1,3,ET,0.8961424332344213,0.9038461538461539,0.9078947368421053,0.9038461538461539,0.8960838729571383,0.7943868212324589,0.9038461538461539,0.0,0.001026153564453125
UDP,5,1,4,ET,0.5400593471810089,0.5741758241758241,0.75,0.5741758241758241,0.4625199362041467,0.13810741687979533,0.5741758241758241,0.0010085105895996094,0.0
UDP,5,1,5,ET,0.5608308605341247,0.5934065934065934,0.7557755775577557,0.5934065934065934,0.49583535500566067,0.17445709745762705,0.5934065934065934,0.0010118484497070312,0.0
UDP,5,1,6,ET,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
UDP,5,1,7,ET,0.7596439169139466,0.7588089330024814,0.7581500601089032,0.7588089330024814,0.7584186631030241,0.5168758075078317,0.7588089330024814,0.0,0.0
UDP,5,1,8,ET,0.827893175074184,0.8406593406593407,0.863849765258216,0.8406593406593407,0.8264244103438476,0.6629186355327148,0.8406593406593407,0.0018911361694335938,0.0
UDP,5,1,9,ET,0.8100890207715133,0.8241758241758241,0.8538812785388128,0.8241758241758241,0.8077718360071302,0.6290844053105867,0.8241758241758241,0.0,0.0
