Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
Fuzzing,5,1,0,DT,0.5036,0.5036,0.5036067936121762,0.5036,0.5033661400817031,0.007199999999999984,0.5036,0.3281211853027344,0.0
Fuzzing,5,1,1,DT,0.50105,0.50105,0.501053174277805,0.50105,0.5006737564271523,0.0020999999999999908,0.50105,0.2968740463256836,0.0
Fuzzing,5,1,2,DT,0.50125,0.50125,0.5012503571144955,0.50125,0.5012143854601578,0.0024999999999999467,0.50125,0.32811594009399414,0.0
Fuzzing,5,1,3,DT,0.50295,0.50295,0.5029528193814736,0.50295,0.5028313245942589,0.005900000000000016,0.50295,0.32812023162841797,0.0
Fuzzing,5,1,4,DT,0.5017,0.5017,0.5017010293949486,0.5017,0.5016246007858529,0.0033999999999999586,0.5017,0.3124969005584717,0.0
Fuzzing,5,1,5,DT,0.50495,0.50495,0.5049540806266715,0.50495,0.5048480370699135,0.00990000000000002,0.50495,0.3281073570251465,0.015645742416381836
Fuzzing,5,1,6,DT,0.50275,0.50275,0.5027615601392834,0.50275,0.5022290715235034,0.005499999999999949,0.50275,0.3437333106994629,0.0
Fuzzing,5,1,7,DT,0.4993,0.4993,0.49929955518952757,0.4993,0.49922049624598397,-0.0014000000000000679,0.4993000000000001,0.29686880111694336,0.0
Fuzzing,5,1,8,DT,0.50535,0.50535,0.5053720728265505,0.50535,0.5048413718192362,0.010700000000000043,0.50535,0.39061951637268066,0.0
Fuzzing,5,1,9,DT,0.49965,0.49965000000000004,0.4996499222792452,0.49965000000000004,0.4996222277826975,-0.0006999999999999229,0.49965,0.3124852180480957,0.0
