Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
OS_Scan,11,1,0,DT,0.51125,0.51125,0.51151786228476,0.51125,0.5083917589610847,0.022499999999999964,0.51125,0.2500035762786865,0.015626192092895508
OS_Scan,11,1,1,DT,0.51115,0.51115,0.5115152595417118,0.51115,0.5072424809175342,0.022299999999999986,0.51115,0.32811737060546875,0.0
OS_Scan,11,1,2,DT,0.5135,0.5135,0.513700590343215,0.5135,0.5117127465806719,0.027000000000000024,0.5135000000000001,0.23437094688415527,0.0
OS_Scan,11,1,3,DT,0.51125,0.51125,0.5116635533273365,0.51125,0.5068788645357927,0.022499999999999964,0.51125,0.21873855590820312,0.015631675720214844
OS_Scan,11,1,4,DT,0.5067,0.5067,0.506771279635617,0.5067,0.5053983618148045,0.013399999999999967,0.5067,0.28124475479125977,0.0
OS_Scan,11,1,5,DT,0.50985,0.50985,0.5103601286965689,0.50985,0.5037411013427721,0.01970000000000005,0.50985,0.23436903953552246,0.0
OS_Scan,11,1,6,DT,0.5091,0.5091,0.5093134832914676,0.5091,0.5062706891213027,0.018199999999999994,0.5091,0.249985933303833,0.0
OS_Scan,11,1,7,DT,0.5088,0.5088,0.5090886110243447,0.5088,0.5048692510589997,0.01759999999999995,0.5087999999999999,0.2656121253967285,0.0
OS_Scan,11,1,8,DT,0.51295,0.51295,0.5130691943194924,0.51295,0.5118369577534878,0.025900000000000034,0.51295,0.24999284744262695,0.0
OS_Scan,11,1,9,DT,0.5092,0.5092,0.5096679277007146,0.5092,0.5031885818402673,0.018399999999999972,0.5092,0.23437833786010742,0.0
