Dataset,SW,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
SYN_F,14,1,0,DT,0.5439087817563513,0.5220369421652992,0.5200100087658472,0.5220369421652992,0.5161025362884368,0.041171902130168414,0.5220369421652992,0.11031222343444824,0.0
SYN_F,14,1,1,DT,0.5499766619990665,0.5010563237942766,0.5010275818947797,0.5010563237942766,0.5008237845562131,0.002081697266036353,0.5010563237942766,0.09374761581420898,0.0
SYN_F,14,1,2,DT,0.548176301927052,0.5164263758254953,0.5152148758810928,0.5164263758254953,0.513366759714384,0.031298482895280366,0.5164263758254952,0.109375,0.0
SYN_F,14,1,3,DT,0.5470427418817096,0.5098695317190314,0.5092585834235293,0.5098695317190314,0.5080534259588678,0.018996364692739354,0.5098695317190314,0.09374046325683594,0.0
SYN_F,14,1,4,DT,0.5473761418950457,0.5190802781669002,0.5175402188690028,0.5190802781669002,0.5151032447006216,0.036110625429905174,0.5190802781669002,0.07811808586120605,0.01562976837158203
SYN_F,14,1,5,DT,0.5469760618790425,0.504062627576546,0.5038722354105194,0.504062627576546,0.5032164333363004,0.007906766371907348,0.504062627576546,0.09373736381530762,0.0
SYN_F,14,1,6,DT,0.5436420617456824,0.5089715129077447,0.5083551527696007,0.5089715129077447,0.5066809131395162,0.0171711169301062,0.5089715129077447,0.07811689376831055,0.01562786102294922
SYN_F,14,1,7,DT,0.5463092618523705,0.510671152691615,0.5099695117425372,0.510671152691615,0.5085493304029834,0.02047516592136789,0.5106711526916149,0.09372615814208984,0.0
SYN_F,14,1,8,DT,0.5457758218310329,0.522285561336802,0.5202974709705444,0.522285561336802,0.516858293516536,0.0417809848278653,0.5222855613368022,0.09374308586120605,0.0
SYN_F,14,1,9,DT,0.5454424218176969,0.510021152691615,0.509354751426199,0.510021152691615,0.5078661256904051,0.01921598772388955,0.510021152691615,0.09374070167541504,0.0
